ASV_ID	P29264_2001	P29264_2002	P29264_2003	P29264_2004	P29264_2005	P29264_2006	P29264_2007	P29264_2008	P29264_2009
cc87cf7731ae4eb54c4d6a8169d4598e	105	194	135	69	65	29	202	230	184
2ee0a94c2509db81395d353a1cf3c5ec	9	46	34	21	14	6	41	18	14
7a6b07bfb83637d1924d5815723620cc	1012	536	545	253	325	76	131	164	1087
594f42b71e9b811a6d4e0ec82a349704	455	992	356	82	57	0	42	0	0
5b4d445dfdb546179e0c8c5d1dfdd369	38	733	50	20	73	16	14	10	24
6a319c76a938af60fe6723d634cdc91e	641	1647	718	275	243	78	217	125	64
dbc6a9885567329e8284a72e7e46f4f3	0	0	0	0	0	0	0	0	0
c05e653810656bb12dd88fe05249054a	97	234	117	57	59	15	59	30	17
ece4ceafc538014ffd4b198e616b3b51	155	166	121	63	124	19	313	88	8
b9a924b9f65ece84b5528ab8d640a6e7	13	37	139	11	0	7	14	18	0
ece21ab876cc326f67a17a16a9ef8680	558	885	1661	465	261	55	64	56	0
53964bef6e413d0037100ef13b369504	127	258	151	30	21	6	19	12	21
b21788bf720789d321d8e824f2306e1d	249	182	389	259	224	55	84	102	58
bbd6d8e7f58dcadee5e87b19bd9329d8	217	243	427	253	317	64	519	312	160
4730fed25c42f2855d9185ab2a5a03dd	184	355	360	162	203	53	280	334	731
919a2aa9d306e4cf3fa9ca02a2aa5730	300	430	389	153	107	25	84	63	50
c750452151a7570b94c64f9fcb207d33	63	64	0	0	37	25	106	152	251
1f8ad8e19d57de558a88ed9fb9be9858	241	204	354	256	290	75	471	322	206
9182e5b5c4f45301a877817aa4568592	199	120	200	120	177	57	345	341	53
952fb7e111f253a5d74d1b0fceca6af5	51	132	82	44	0	0	60	35	14
9da32dfb58ea8ef0a1ccee05ecf0b4b7	149	97	123	55	141	75	778	411	92
9cd39efe438f70b71953455f7ece238b	243	375	317	218	185	59	320	443	199
e0e7b8af6aa7489de72ea9a722f938e5	124	111	224	55	70	25	50	40	78
2da48aaaeeca529f359b43b1769dd40f	162	408	216	156	115	61	163	95	23
e795c18a7a9d8a44c319d3141bad3bbe	34	32	105	681	824	83	251	141	388
1fd401add2f3ae8aeee0694e41bf358e	49	68	65	39	48	8	39	49	83
9ab7c99e549d7ae99db82bb79042bcc7	781	305	571	271	344	101	259	297	188
e4b58bc9103f05eef5d404d5fd85f542	381	368	582	337	226	66	60	81	38
3544db59eea87d9151d909aa071bde29	96	52	95	39	48	18	30	25	40
91aa9101b6902563ea1aecb8bf2f5fe2	90	116	106	67	96	32	519	384	156
0be5eb2e2ac54924e100e945705ea7c4	0	0	7	7	0	0	0	129	1773
dd5546cfa24982c667a9f2b31d254076	36	68	10	10	15	4	28	31	62
d34793dfd082a428ca6fbe60c6d405ce	0	0	0	0	0	0	0	0	7
0e6a19655143538839e739236fc2ce71	5	14	22	0	0	0	0	0	0
0fa79b163a2f27efbc8b1a08328410ae	95	196	118	36	35	18	38	21	15
19b76dc633050df9ec212f0995316cbd	68	57	68	39	35	16	71	28	62
24d2713f3c816d44d90eebd913d879d1	148	190	194	50	72	28	196	285	154
96acf2340c6d1dfb87344ddd9bcc9318	177	408	512	185	189	64	365	320	495
73ec397d035244c7734fc7513050637d	226	370	260	165	170	52	460	463	393
c99397c2588c558f1df83dc4d0e4d3d0	78	92	38	11	0	5	0	9	16
27bafddcb6a6ef8b683555bd06447051	828	602	902	157	84	26	24	30	0
9803f6de5c284129fafe08e1f283608a	281	2875	319	351	327	38	51	38	0
819eb02cd5c88f32e8868b3a66fbf9de	0	0	0	0	0	0	0	0	0
018ee2be6ed0d0f290c02e0f8c94feb6	2	0	0	0	0	3	3	0	3
83073fd45fe992e623cba8ef4b275cfd	67	29	72	25	44	14	50	80	50
796c8a3e824646f2f70d634177f2589d	315	527	482	229	169	54	109	74	59
b5ef80188c610dbd0b5f6a3c3595c61a	5	7	0	0	0	0	14	41	50
11c192ca47293df7d3c26138fd796fe1	150	151	178	122	121	28	51	47	45
8b0106de292a005297bf8fd068ca47c1	307	408	324	115	178	54	63	31	0
272f79649c2702bec9ff272552ffffcf	16	23	15	0	22	7	34	21	42
14e37c8570d457691428c2a2ba625a6e	48	50	24	15	19	11	62	88	100
c1b702dc580f5d9fa61a5a5b74232dc4	191	330	231	156	222	58	298	293	951
e91d6d97c6de877fa4e852ee818767f3	0	0	0	0	0	0	23	16	0
3170f6094605a579e6a0e1fefd33a2a5	53	191	83	43	149	21	583	489	232
f6d57901ce7f0b460a6810ab333ee319	75	60	40	0	0	0	64	131	279
8040cb82521d263a792b31311ba2f1ac	136	151	128	76	81	32	174	129	72
052ba7abaeaa968c4f79e3f97d1f0a2f	9	20	35	11	19	0	9	0	0
0b205a33f501d67debc05056e5b19365	312	397	443	246	166	62	53	43	38
3dbd1f35439c4962f9813696c37d31bf	511	1048	404	85	118	27	29	13	0
567285eb6cb39a7da269ed742662acb0	100	75	39	24	33	21	81	41	36
2e843a9785205997516be13055be8e81	166	316	308	123	203	75	331	250	36
6cce3b7ffd160f9035f23c5fa1629d9c	66	230	89	62	37	14	96	136	54
0f14c017884ee52e37f6d7e2cf6da0fc	0	0	0	0	0	0	0	0	0
0b7176c7fe048c181c6b0df8ee093ef3	287	247	393	216	145	61	33	43	23
5f3aa7b5181313991b541088641a5733	0	0	0	0	0	0	10	0	0
8169171d93fe6b885ac8f5f613651894	0	0	0	0	0	0	0	0	40
f34e94b9c036e0bb8dcb5bd2786c1764	181	437	297	108	107	39	75	83	130
8f5861dd05ff347032a565cd7ad31870	28	48	29	35	0	0	23	14	6
3b22807593c61a018ff301c10f04b9a2	279	283	340	200	142	48	53	45	38
31c59ee4a19fb935a69b9d9f4085746f	247	276	355	186	128	38	55	51	25
a26984e55d7e8ccc9dc23a045279e02b	66	79	104	102	77	30	43	89	101
5db45304db6bd84db1b708ede6dd7945	40	97	59	36	0	0	0	0	0
28b979d0ac9a5bc2f8e6cf47854058ed	28	23	29	21	9	7	0	49	1327
5c74eea4cbdf15e7b512de16dae0930e	190	214	307	177	103	42	20	30	19
79cf86d98c76bbbf986bd106938c6817	228	463	380	196	157	50	56	89	137
8f75fb561107aa8861240568abe9a359	100	94	155	78	53	23	17	35	23
49fda64a479dae6395bb9ee114c8580c	103	93	164	99	133	52	212	184	67
12282091de50ee4435f01b51634b0d43	25	13	13	0	0	0	0	0	64
56fa1dafeb007219a436225686b03582	204	97	292	166	90	27	42	47	21
4d30a46b1b7c0207150fd9a455d78481	126	162	86	39	93	12	81	37	9
f2afda01755f29731cc62b1bd9fbac03	70	32	81	77	70	31	125	279	0
ec04bc4d80b798653a28e1d3ca2c85ee	22	14	20	0	5	10	38	37	45
0b58479f5429ce9f8a605e3e5d81faba	180	155	251	138	96	39	64	53	20
f5245453d01e9ff275d2d3e0b2f3f270	32	19	25	10	9	0	14	11	85
3b2c5d7aeac48603547e175b11df77ed	148	119	130	84	65	18	90	54	0
0f015e88ab0929e7f9a34be51a52e37c	211	110	255	140	81	38	41	25	28
d48e319a70cb2aca445d69926a5188ec	39	0	0	66	50	27	116	56	0
eece7ad0f30de0654e31d0c2736a2e8e	25	92	23	26	0	0	0	23	118
4a62e02557367de0e2dfe15c633275a4	92	229	148	34	21	17	40	0	0
ee122e30d71a3ccff6d4759e0d49a00c	195	802	1218	382	341	50	81	46	18
04df57afb74c9d1424538cbc1e0bf8f4	0	46	42	0	0	18	139	157	2553
a98027d2a049dadb45ad5e771297c509	81	133	137	97	55	19	0	28	19
440a54413c3e90eb866f8d72e3439d15	60	120	52	19	25	6	29	16	24
ad33401bf67e7a20e5c320b590cf2443	59	46	32	18	19	0	60	39	23
42997c1743f8b32daab0b9720a8e12f9	8	0	9	0	0	0	0	0	0
da655f5ee9d5ba866f4c31d88c2b4a29	68	64	76	73	37	79	252	2305	11
01aad0596d299f367a18a2b7b801bbc6	0	0	0	0	0	0	0	0	0
38e0c8ee88faf668197a703a356460ac	124	64	188	91	66	23	44	31	20
aabd03dde41b869447f1b75e7a23bd4d	100	85	34	11	7	7	9	8	27
48dd75ead6cd9d37d75509ee782984ab	0	0	0	0	0	0	0	0	0
ae6e5a512db9e78dbd0ae86aaa67384a	207	212	297	171	99	41	41	46	31
4cc7bf93d916bc7bf10c9bc8cebdceeb	7	0	26	18	0	0	12	0	0
88e6446c09d3fe93253498a4d2f9a0c5	28	27	50	5	0	4	13	17	0
1dc6d60a929782e2bb2f4e6e5b6cc01f	84	191	118	85	74	26	74	96	176
482395296c096b2ed936e98d0a2088af	180	244	258	135	124	31	56	73	36
1fc80612b3fd5291375b4c8f9fcecfee	12	17	0	0	0	0	0	0	12
bfbb41fc686730dd0f3e13df27759598	0	25	0	0	0	0	13	23	45
f0a2d800a63a3d06d335e767ccce1016	143	111	75	25	61	9	173	127	34
a63032d80ffbdc2752fab5d4bb187b38	16	140	438	133	156	14	14	8	0
d76a3d4c5d8913aeb4deac6f162ca3c4	111	188	138	75	147	42	455	428	197
867d1ad664f845cf4cf5c158aa0c6ebe	162	330	192	89	55	12	13	10	0
766533668513f1de8efb46206dd0e235	0	0	0	0	0	0	0	9	42
fb5388a65e9a880d602f1d4d2ca4e03f	91	137	155	69	49	20	12	20	27
37597dd24f26cde5b937b799cbd18ec8	221	209	316	180	115	35	32	54	17
1036c4b0c43d98e0824e089d82a8234a	0	0	0	0	0	0	0	0	34
4efca1c1efaae85b53628aad8ca4ca98	108	142	205	113	81	30	56	74	41
dc959fb0b9b325cbca2033869e965890	446	122	469	226	147	40	68	28	0
f4e69a3958c597995127b4b099b1e313	0	12	0	0	0	0	0	0	91
41a2a6cfa321ba7282f000a2790d862e	110	211	84	40	28	0	28	10	0
0c9055ab38c7a19e6b35a272fc84f459	237	173	578	191	157	27	32	33	14
6f7a26be4c9bf552618ad72387499d0f	162	252	148	32	32	12	25	21	15
ed109da4b366ec99cee8bbd33bad0b81	406	1931	477	166	113	20	40	26	0
43e088977eba5732bfa45e20b1d8cdd2	55	92	56	11	0	0	0	0	21
31be3257fd54be45c95884f6611d0df2	9	0	0	0	0	0	0	0	7
f7f3f8a9bec28a8a114b99cf076c4ecd	0	0	0	0	0	0	0	0	0
92b007aaac85d3ae731e64be43c74335	67	90	88	13	12	0	0	0	0
94339ce6734e49e1d9734b5591b9d022	0	0	0	0	0	0	0	0	23
28894e2cdfeb152f2e1ed14a211ce8aa	134	82	87	43	101	44	491	312	123
7d772158a5735683b942408e09d9d1eb	2	15	0	10	0	0	4	3	122
0c8c804e0a24bdc017f6b22dd891c108	84	99	74	29	52	0	51	53	341
d42e4cfbfe68920a2d6d40481c697409	107	193	68	27	43	12	49	30	24
624c88ec51e9a08c51ce12caa17abe17	536	481	938	173	64	0	0	0	0
1cdfb069f4a2654830179e5e13837a2e	87	142	92	56	92	26	417	382	115
d0b7132915e178142df964b43e6e6721	24	74	57	44	75	14	133	88	385
4715d00a2315b24a3fcc1b66ae839a94	56	131	119	63	74	29	340	55	68
dd1c89a7745d66dfef9b31753a28f169	0	0	0	10	0	0	0	0	0
359ca1bbdd75bc92c3f9a616f58addf9	0	0	0	0	0	0	0	0	25
d75bb336ff439f373cf3e086e19dfba1	9	10	11	4	0	0	0	0	381
068678cf37cd00e22574581e32e97d8b	40	31	18	12	7	0	10	0	0
8a7a98a1eb1404d3a2cededbd43c5b3c	0	3	7	0	0	0	0	0	0
d01a78569fc5292c36ce14df08ceb4c8	39	38	77	35	75	36	427	280	686
6920299ca10cb76001f2695e69a4d783	95	155	189	65	113	0	153	87	0
973c36b0c74322d290710d1b95c0eb77	0	0	0	0	0	0	5	0	24
3fec3b2dc391502d5d02780938545181	0	0	0	0	0	0	0	0	0
6b72b8fb49ea71ba38b1d2aa42785eb9	68	38	63	54	56	0	161	181	27
e26f7c70d4fa7c7ed787476602a56566	51	492	39	32	65	9	118	127	36
8d317c7af026c740efa4e0b5602b1dcb	66	123	89	35	59	21	139	129	50
622e45dd31958e266bd839cc0b583e8a	134	57	254	155	66	43	46	47	45
1dd9067b966e55eb2961f7ed53d014e2	204	209	565	257	147	36	44	19	0
84d07b39422c15fcee187dc8f2002ffd	0	0	0	0	0	0	0	0	0
804ca2156d00ffa0c1555f071d61231f	153	46	235	147	83	30	29	30	23
33e037df431ac5b83394583ba90143a9	52	93	51	17	0	0	17	0	0
f592de0ded7dc00040ea29cda49945a3	0	0	0	0	85	0	232	62	0
6a1eb7bc8970f3acb54a6a3dd1cfddfa	61	71	56	45	60	0	293	294	101
cb9f84ab8018f2041cff16a2001ab956	58	50	27	12	9	0	0	5	27
6d8b9f46f69f437c25cc5b9f85f3f5d2	0	0	0	0	0	0	0	0	0
d192067e2547358069142a37d216cd12	87	138	224	108	137	33	50	24	3
f3bb362602107333e906d801d3238bb6	0	0	0	0	0	0	0	41	0
f3b32158e9444e46f51407e994dd5fd9	74	260	362	76	116	23	159	65	48
bf20aaf9594e1d1bf41e4e14bf1fe841	0	53	31	0	0	0	68	122	251
715a0853d1533b61050606b9345f733a	149	49	241	137	100	44	15	29	18
a9db4046c4ce3b89edfb0c36ec16dbce	0	0	0	0	0	0	0	0	39
af4d9721cc79c46eda2e10e0550cc9b2	47	54	26	17	0	0	0	0	53
02b019aa2218bf9b3d326950c6363127	111	116	93	64	67	20	59	47	30
c088b3552e745ee490df1173b950dd64	100	348	839	181	93	27	36	25	0
a7e194b4ea4b1df360fce3d3770d58ee	25	43	25	15	8	5	82	84	65
5e0aec2460fc33726452f6e155e067c6	282	140	287	178	189	57	165	148	49
e0fcddfbd9012f2ef3fe5165e818f651	0	0	0	0	0	0	0	0	0
2dcacb6f6dffd0c6eb9a675853198b6c	45	133	61	41	34	0	76	82	76
e0d3aef2c75c6ec7e96301c8e69ab9fa	0	0	0	0	0	0	177	492	78
5879213586f7c586a495551dd988a479	0	0	0	0	12	0	0	8	0
5ca76a9577416355121d101558f01a5b	232	311	228	121	58	9	15	11	0
b3cf6aa4e28c086a67e17c8199d4a48d	32	45	15	4	9	0	0	5	74
2d42980c659899bdf97b76b8166ce998	135	881	317	77	81	16	32	18	6
20b83798801d1323120beccb9cdebe7f	95	233	84	76	68	23	24	49	77
f7600dd883bbcd817ee6cc47d0f7ee56	0	17	0	0	0	0	26	85	95
ec114001628176930be278cee1f39a60	15	6	21	9	29	11	280	245	30
8602f83a3d64d5fd31c61de44e7fedc7	45	60	31	0	0	0	46	51	26
e30238451c0ad61ee030a2ea2ab86c88	9	3	7	0	4	6	2	3	24
4b35f8d9f7d7bd1488f79ae72685ab58	0	0	0	0	0	0	0	0	0
fdd9c530c3245e3e0a2a1203089e1b9a	117	207	177	92	123	27	63	77	114
691b16a17ea4760a0a0cbde0a6a54c92	125	190	138	0	88	0	0	0	0
d392cc0262e223dce0e40b5070543147	127	106	161	87	62	0	0	0	0
7266a87d2d34130f6da4680dadd7e683	133	152	131	70	116	16	115	62	9
327d4ac056e167a247568846c19fa9ab	128	56	99	37	0	19	0	13	0
303088fbd0e8d9c055d3380ca2e775a6	107	89	153	91	64	11	21	15	12
8602d3b48e74936265f0575f2e0b9910	145	119	190	93	85	35	35	38	20
6a2bef07469900630b35043e2c1b78ec	99	124	73	23	28	11	28	27	58
6697f15cf447d5a365e0416693bcfc4f	12	26	8	0	0	0	0	0	0
aedd37796f2093029b2febf6437fe118	0	0	0	0	0	0	0	0	0
e81e42b8e9e050bb87b7117f42dbf049	18	41	17	9	27	0	160	208	113
0084ed03930df7832e99458b5a914026	8	32	19	9	98	29	701	87	129
14bcd5059f365040b6a1fbc9ef36291a	11	0	8	5	0	0	0	6	10
3dfad052f9afb0f3aa9855977c06b817	196	164	220	119	94	0	0	0	0
d5f1028cf52d0326b61b4a04ce28e50a	234	318	194	63	66	11	23	8	5
7d82ff0c23d1ee4aca880bf691329879	122	179	243	120	77	24	51	48	26
539c3d990f233e94b1cbe0d25567c35c	41	140	171	83	139	18	59	21	0
81bbd4edaae10e56dd122f2c95f7dbed	0	0	0	0	0	0	0	0	0
cdf1b406102623c838e4b2f95a54f131	46	111	47	26	14	0	6	4	0
43cb6f387694a5cf84f59929c4992dc1	121	387	841	239	149	26	33	18	0
0300c40e173f2751afbc06aae3bbac6e	0	0	0	0	0	0	0	0	0
f148c9872201cbd90a403cf63b13e46c	0	0	0	0	0	0	0	2	0
3b6aeb1bc96091620b24f3c7427e822b	0	0	0	0	0	0	0	1927	0
1f18cf29076957c15e3c64478934c53f	20	59	60	25	14	10	69	32	15
a3497321dfb79b37ba333c9d16e98d5c	22	10	42	12	0	0	0	0	0
f0c6a4cb0743e9fc8df98eeb7013bda9	10	0	0	0	0	0	0	0	3
317c596351677a5b82e246d69cf7847a	0	0	0	4	0	0	0	0	15
9c8fe4f590ed08b997a8ca49bb3bb647	0	9	14	16	29	9	94	18	45
eb779ec3ecd6ac216ff4fbcdd1257318	166	370	223	171	0	0	0	0	0
33232ae233fe1fdc790d014a71c86c27	164	175	195	0	0	0	0	0	0
3638f2062c305c79df283ef573a10b97	0	0	12	8	6	0	0	0	13
76406076def630da08eedf0e0ee2ace0	16	14	22	11	12	13	179	348	333
108517cf83c80c3bb4c35b0a99349bbc	115	96	149	89	59	0	0	0	0
efaa2540f28d14e171e6c4ddb8326179	100	56	87	42	23	0	15	35	56
cf8839e0dc08ce24f2a6c9502ab8bdb7	60	95	107	51	51	16	101	151	48
e923e3e892bca2978eb551cc9c409ae2	174	155	236	58	23	10	8	11	0
589cb61e83f84a67e78ed5f29f9f7876	44	28	0	46	9	0	49	15	133
501d79fa9d10ea8076fe1b692c068eaf	76	692	153	94	156	28	25	12	4
0e39d997dcdab3552fa88625888c6b18	0	7	0	0	0	0	5	0	0
b7fc0260d49621ad8224e773ae42b420	0	0	0	0	0	0	0	0	0
ba3262c9c865eda89aa6820fba0ac8b7	92	72	138	79	52	35	33	35	19
5ad220975034eef00ba2b12140748919	0	0	0	0	0	0	0	0	0
0bac844cbbd80ba984b75c7ae4688c0b	135	77	98	49	84	29	125	133	31
54d1ac6d5124bdd73ffbeb1674cc7e49	182	198	80	51	58	24	95	117	79
d95a3b784d497268099d73a2bacaa1e9	30	51	17	0	5	0	0	3	38
7df5839c1835ca28b35a2f4a94bae5e2	0	0	0	0	0	0	0	0	0
4285a26d19be7b69ed8d2cc349fb1a8d	7	30	3	11	0	0	0	0	0
202c0b8c03fdc8660cd759726727754d	0	3	0	0	2	0	6	0	0
46c7bba1288ec650f0ba958c14d5bafa	28	47	326	230	219	44	27	14	0
89fa0ed0aa26b929843763fe914b01d0	153	122	178	93	63	29	20	19	19
2f6c9c6f7227565ee47eec9b20df79f4	73	56	47	17	28	0	27	21	0
c7a1105c8e6d2e22ecdfcb3d2dc12c74	190	150	236	153	104	39	36	50	39
7321101808dc409283bed5fcc53db58e	9	16	24	0	21	0	67	73	32
f49e4b4e8f76e5f8b3e6f300172b5658	0	0	0	0	0	0	0	0	0
a3d508a07b219f30babc460d8762848b	5	2	0	0	0	0	0	0	13
38081b3e0cb572ed715f13d0fcf07bc4	10	5	3	3	5	0	0	3	8
c9834a6f32afddac19bb8bbf098b8d0d	0	0	0	0	0	0	0	0	26
7e75f16fac902eaf1ed82dc8d867a300	27	0	0	17	22	23	349	342	75
2233a62e18059c6c3145ef4f8cd2d83f	32	69	40	26	17	10	95	107	102
8c9e84ebc3ac5255bfcdafbdc699ea2c	0	0	0	0	0	0	0	0	16
9afd294cff6093b324eefa5290db810d	0	0	0	0	0	0	0	0	0
bedaa3c85d6f807d8c87564d15a5085b	0	0	0	0	0	0	6	7	11
299e3fa538aef36d569967927d1bd78b	0	0	0	0	0	0	0	0	41
355310a4bcbc840f935ed4fbc22bf27a	102	71	132	114	68	0	0	0	0
1406882fd63d1cf9e769f5830717ed70	0	0	0	0	0	0	0	0	0
