ASV_ID	P15060_3052	P15060_3053	P15060_3054	P15060_3055	P15060_3056	P15060_3057	P15060_3058	P15060_3059	P15060_3060
53964bef6e413d0037100ef13b369504	541	621	514	462	792	3199	1687	2860	737
327d4ac056e167a247568846c19fa9ab	108	230	107	74	105	3238	1566	2704	1114
d3a2fb3b65e96a6017a70182466040d8	453	475	480	362	455	1250	2073	1195	1511
8040cb82521d263a792b31311ba2f1ac	619	1588	759	569	900	1558	1608	1791	446
7609f46a9236c60fb663d331c585060b	33	29	18	25	32	2538	3319	1756	2714
2233a62e18059c6c3145ef4f8cd2d83f	985	795	1387	977	1295	546	111	740	236
7ff490fff9504446139943d9c4f1be4a	1224	1521	1105	890	1369	488	137	446	170
fa45c880cabbeb9cc516c65edb6a81af	852	1054	1164	835	1019	362	183	376	207
a98027d2a049dadb45ad5e771297c509	0	0	51	0	201	240	127	156	55
3b22807593c61a018ff301c10f04b9a2	480	1573	564	422	888	797	450	811	281
202c0b8c03fdc8660cd759726727754d	59	133	55	57	119	1448	1213	1688	460
cb8818c331eb97f13778cef034bb3af0	169	237	169	113	329	2032	991	1309	261
1f18cf29076957c15e3c64478934c53f	126	154	91	77	92	1246	1167	1283	605
ded16561e429a549aa51669e41dedb01	536	1433	736	209	1214	692	367	757	58
a40b9d8f34bcc2c5742b26e6c098a84f	398	653	355	256	587	776	392	904	183
c366064866eaed18a54d15640272ab34	594	1022	571	440	873	829	234	713	294
b21788bf720789d321d8e824f2306e1d	58	146	48	41	186	2912	154	2207	170
14e37c8570d457691428c2a2ba625a6e	213	144	311	152	250	1134	263	950	880
bf097cc3d87e0ab839aac75005a88274	44	102	0	65	70	1350	81	2384	2400
bdd806d59896bba05581ed685c6adb1f	529	927	572	360	666	606	287	545	262
e4b3d9482cb5f4c7d4ec0188c0b7610b	96	152	58	77	68	1075	908	674	461
cac37e39df2461953f24398212940edf	308	656	373	240	390	712	495	486	240
0aa4663de19d33cbaec31569d47cf191	168	234	174	165	382	1255	277	945	229
ff4df9a79989909cf1d55861b8ee7374	82	107	49	69	71	1106	230	755	646
bbc9a06cac7574470bb321bd11576906	247	592	293	182	588	279	232	364	69
d2f3fcff3b5a487c1a47fecb129749b7	0	5	0	6	6	1623	738	1230	709
e795c18a7a9d8a44c319d3141bad3bbe	0	0	0	0	0	11	25	18	1530
0872ee96003e931447bfbda18e048d00	296	748	369	302	634	464	249	476	142
5d9ef0971dd60970eba775ae6c29edde	149	113	121	154	237	711	209	686	297
88a86b62af4406fd5887d48cf791a11a	138	92	121	65	101	1235	444	982	361
49c216cd1b6d702dd0cff28855dc5813	0	13	5	6	8	1375	435	1022	79
d7a78db14cbb0629842daa8b8f45be2c	301	768	315	221	732	335	247	422	80
19b76dc633050df9ec212f0995316cbd	200	489	271	191	586	557	496	604	127
7208feb3afd481ebd51c04bb97e20644	67	208	75	44	172	916	528	892	170
9cd39efe438f70b71953455f7ece238b	244	406	217	241	626	736	57	818	79
7e518f6e8260462730bbc5bac23f61a9	127	322	101	126	335	637	157	464	164
a26984e55d7e8ccc9dc23a045279e02b	353	585	335	261	489	455	170	402	147
b15dce65a0a29efb0bcfadedd72ede3c	318	634	344	260	506	447	138	371	143
228739acf3fea4c912637cc0b3a7820b	95	162	71	63	307	756	252	583	377
0b0cac0562128da174ec240181e9962c	0	0	0	0	0	208	256	95	50
93185103563e99d5dbd1111548078ed7	233	788	293	145	306	205	222	267	73
cce7af3792758bd9a8cc4a0e2e60fe37	113	223	86	81	152	559	925	618	216
cdaeedf080269e0bd9e7eafa785b64f1	73	200	98	64	298	741	178	599	257
d95aa89e81a349a92f307995a1561bd9	379	371	357	326	317	195	183	206	167
611ef6744bd00894c7ea7b1db018ac27	7	0	5	7	0	852	116	1098	1133
49a7ef6ca25a467da679e31997bf9373	0	25	8	0	20	1200	388	629	125
1fd401add2f3ae8aeee0694e41bf358e	296	478	301	239	406	288	100	235	72
55060bfb51dc35530beac964e48e44bd	210	387	189	130	478	514	273	469	104
287506d0070e2dc52085234f0c2cdf04	51	139	49	55	310	551	62	469	94
8affb26753a94517d38ba046b977f743	140	186	145	127	218	492	299	316	116
367163e2bbb524bffdac053f422be6ce	39	0	6	30	0	1289	214	900	969
6697f15cf447d5a365e0416693bcfc4f	79	41	62	102	90	518	567	225	139
6cec4c6f91655e43daa7476c4d74777c	122	307	151	66	199	593	142	589	68
9c2daf483a574f6ee9b234624c6eb973	0	15	4	1	29	358	1015	383	96
796c8a3e824646f2f70d634177f2589d	152	236	139	123	264	301	317	341	135
fa9c3061dbc9ad990ebdfe01fa053925	0	7	0	0	0	1302	206	923	989
6a0dd346bac687ad23d35ce8a577d09f	0	274	0	0	321	1076	0	1001	0
15ebc11a363ebd4353c26c7310d4caba	139	299	130	119	226	319	148	249	226
6d8eb9223a0d04a473d00ba1222af34d	0	282	0	0	310	1117	0	999	0
078d8a24214e7a2ff6079465c3cad713	22	75	19	20	110	567	640	670	96
ec7cf68c7d74753ace9cac20ae5c2ce2	96	320	104	105	259	347	294	510	161
14441dadd025432e60e806413e1201ae	49	84	47	44	195	496	96	301	307
99d50e0cd2405dd20e8a463874db4716	209	92	116	49	55	497	675	243	87
79cf86d98c76bbbf986bd106938c6817	297	195	231	258	410	142	45	165	110
41a2a6cfa321ba7282f000a2790d862e	100	158	62	70	169	767	204	586	100
fb038dfce3834c352b6d689c04232765	0	4	0	0	7	563	403	448	75
d3b522dc7afc50f87472ade6a86a0bb3	55	66	54	43	51	439	384	389	138
f34e94b9c036e0bb8dcb5bd2786c1764	101	167	89	101	117	482	288	478	136
11dcb57cab3218d04bdb83bd0f131412	6	20	0	0	11	499	835	366	112
eb779ec3ecd6ac216ff4fbcdd1257318	142	166	78	133	167	378	267	403	142
f7600dd883bbcd817ee6cc47d0f7ee56	55	137	57	79	234	367	78	302	190
6f7a26be4c9bf552618ad72387499d0f	80	196	94	58	155	570	231	450	93
f41db34cba53df323bb0a10bbc00a20c	169	245	120	133	194	341	108	265	94
76406076def630da08eedf0e0ee2ace0	46	112	46	64	218	370	68	258	302
00a01678e6e0adcd789980f8e123dfc5	38	38	31	24	37	403	297	465	370
15b90365840a85d45e9d0b9f344e2143	0	9	0	0	11	1485	76	640	134
cf8839e0dc08ce24f2a6c9502ab8bdb7	138	152	118	129	340	328	0	512	39
96d14a97a7a256965c43734595f44b57	0	9	7	4	5	643	212	640	102
c274ba8e9a56b721e72a8cbeda22f2e1	0	0	0	7	0	386	1146	317	28
83073fd45fe992e623cba8ef4b275cfd	44	64	38	27	100	373	169	262	95
25e78a22c3f1f96802481ab87b71d79c	0	0	0	0	0	517	128	459	32
ab7c1df2c0ab55a6cc42dae83669c72f	341	362	208	392	338	0	0	0	0
b28f2425a5c55cfc5206a15c3200d905	5	13	3	4	6	350	670	372	119
f1280f526465b3d18a7bd86d7de21e2d	161	293	118	121	255	178	188	165	36
37597dd24f26cde5b937b799cbd18ec8	22	85	0	19	83	525	232	800	112
a9a366c63a209df0aa5d56031c1dbd26	116	139	121	65	177	230	88	182	99
068678cf37cd00e22574581e32e97d8b	56	16	78	54	21	228	152	316	135
b36930999497362f3c8b505c509bc0a2	72	126	76	118	173	245	66	170	32
5639353c4c6c80607a42ecccc6f2db86	70	69	54	63	134	264	60	268	80
8c9e84ebc3ac5255bfcdafbdc699ea2c	0	0	0	0	0	98	187	62	4
b8f5a3365855e785da3f07cd4bc8ff48	26	43	164	51	159	117	84	408	67
11dd1eda320849735016de59c0d867a3	205	298	205	183	242	64	32	101	45
e273a003e716f0fb804139f280975c7a	133	222	78	88	185	201	192	180	48
31c1e69c468d1bf74333285a9570a16c	92	181	86	59	262	217	32	123	50
14bcd5059f365040b6a1fbc9ef36291a	14	35	31	20	22	555	88	677	132
5c3884792ab6f36ba913e5970bf79c21	174	267	148	145	292	113	61	103	41
e7f7fc84bbcc2e0e58dad362abb95926	0	0	0	0	0	19	1808	26	516
c750452151a7570b94c64f9fcb207d33	67	81	89	60	172	241	40	226	31
6054e875b0a4e2dd9e1e5a3014777405	24	29	18	12	20	320	261	216	173
3e725a26a7e18f9639d6ff93182fb80c	36	97	32	33	159	242	53	171	179
505fc519aa3ac0a86faefe853b78f8dc	0	5	15	0	8	180	61	96	596
20179da53a1b677468f7a20cdfa5f837	99	166	120	0	230	239	138	406	0
53ad3298cda8526397b4ff3c4afc237f	0	0	0	4	0	356	173	351	22
4285a26d19be7b69ed8d2cc349fb1a8d	41	12	15	20	28	444	252	139	136
1ead98754d34073a4606f7ff1e94126e	219	169	166	170	129	79	27	70	19
7a9bd3409facfcd4a26b59b50da07dae	7	0	62	96	0	0	15	15	108
01d5b79c3b67c66014639c3bbea5ea11	3	15	0	0	18	579	25	525	20
380d81417892576cb8aa4c50e92e5e1d	190	46	182	176	82	38	20	34	43
458a614d9f091f772f92f51236d1105a	35	56	35	22	95	298	64	227	180
8f6a19f65471a9728e9baa99715630fb	92	132	75	83	140	136	30	164	57
6871d93ddc673c48245efc378cac2c7d	89	14	127	71	11	158	123	202	166
a7e194b4ea4b1df360fce3d3770d58ee	216	303	173	148	184	35	17	36	18
da139741f82c525c6437328071eb0d33	30	87	24	0	111	357	137	406	87
f07843122c9b6eabd153126d30d4cd8e	5	51	0	6	55	286	77	260	17
9c39ff68e37a46283eaa7fdd1f90ead9	20	60	28	12	29	199	448	288	71
dfd1b5c66dad4fd25f69ad8cffcb34fd	63	62	204	93	28	111	114	128	249
96ff11f3fbe3bfe47f11753d3615eff9	2	5	4	0	4	263	384	363	88
736b0de0f4dd2e3783395629c201643a	83	131	65	81	106	267	151	202	88
ad33401bf67e7a20e5c320b590cf2443	93	122	94	74	144	168	56	173	84
55225fc0c942fe8e24052fbea337781d	81	246	91	105	117	161	94	128	29
2f6c9c6f7227565ee47eec9b20df79f4	67	162	98	49	172	147	121	194	56
ffd02e9ad1355f2187c4fb0e8c5343bf	0	146	0	0	180	519	0	504	0
8e53231aa9a4d5867845ecd75d68eb3a	90	107	87	57	88	178	109	150	47
3fd1a6848a322176250c7db199de0027	0	41	0	0	0	512	102	253	21
bfbb41fc686730dd0f3e13df27759598	33	121	19	32	211	165	44	177	0
be5df2d76935491020fc3a965f636fd7	123	127	152	94	138	71	21	103	22
6b22324ce081c63a4735fce68efc1d5b	17	30	35	20	38	330	282	320	83
0d637dcf068afa91e4b02152c8113f3d	189	142	207	110	316	114	35	105	54
2e449061810d67d5a35ace94d6cd42a0	0	0	0	0	19	482	31	521	224
e2460ed8acc8c9e84a0394327b5077d8	0	0	0	0	0	640	263	188	0
504c8f91ff69642c329c779a77f1bc23	0	0	0	0	0	85	253	122	221
756aa3653b52c6a3dc11d90088e1b3ba	88	244	118	67	158	0	0	0	0
52f72e259d9e02f366c1ae2de895141e	15	39	16	20	80	344	153	291	24
fdf342ebc6fc212c542e22f5d4270b23	4	4	1	6	6	463	61	925	73
e38ec8f50353678de13302e05a91e4e4	84	101	78	51	166	98	50	91	77
0e8e240a922d6c85d818bd823fed4751	67	21	76	52	30	82	186	50	62
aaf363d33b413559f355276afbb79f37	75	173	62	39	155	98	101	79	17
31a23fbfacae7d3241e095c7888f8134	13	94	18	0	59	198	136	196	9
d3aafe1420395f6581d32938aceb3afb	0	0	0	0	0	454	114	272	33
1dee4e38195fdb6d7587b0c875bbb79e	47	22	0	92	43	184	540	87	48
536f92c72915d5031dd16524639fe7c8	0	13	0	0	20	533	21	420	45
21d7d9f0e97c9ce5beee3efa228ad9c1	0	0	0	0	0	20	699	0	629
6a319c76a938af60fe6723d634cdc91e	121	87	126	113	103	85	24	85	25
2dcacb6f6dffd0c6eb9a675853198b6c	129	211	90	82	133	79	73	50	22
a2f805a38f13c5fb57e68163fab1c82d	56	136	45	30	95	139	147	98	62
8602f83a3d64d5fd31c61de44e7fedc7	53	81	145	87	71	71	73	104	75
d6ef11fe76d6fcb74379164053fd17f4	13	29	15	12	32	290	91	213	43
5f12d4824ac1ce29bcdeb6703b09cbb6	4	14	6	0	14	300	104	314	30
88e6446c09d3fe93253498a4d2f9a0c5	9	29	30	19	18	163	201	179	51
c99397c2588c558f1df83dc4d0e4d3d0	0	10	0	0	6	343	172	280	41
f0fb16007faaccdee8ed8215a74eb665	0	12	7	0	4	137	237	99	159
450ac381cbb4a6822befbcdb2ca20bae	26	0	0	31	14	84	78	60	567
f119617098174a90be4e7084827fce06	0	0	42	31	17	19	286	29	210
4a1bf11676ae3a01245dca4d3813f00e	6	8	0	4	13	310	226	337	44
fdf79b2352da82f67612a0d3fa98c598	51	118	62	41	75	46	22	61	23
6148a79d055183152d8c275fb1811126	0	16	0	0	17	189	238	156	36
63003fc2bf33e0a1679d94ddd16c690d	34	115	42	44	107	121	30	225	7
056dc5fe93bdd7dccd2c4e378d52055a	0	51	45	0	54	259	131	227	57
7ccf945550db714b71bfd922215d3fbf	0	0	0	3	0	190	124	280	44
339614c316cb9964f593e283eb4105e0	77	116	82	47	142	93	92	122	21
1dc6d60a929782e2bb2f4e6e5b6cc01f	101	121	75	77	124	48	48	49	0
b3cbeae7d7560b285766ebf0563e38cf	64	130	57	49	118	40	102	67	20
5917b058b4a9f2338cbedfeb81930e5b	0	177	85	0	120	177	0	141	0
22b67f3389db779aa1621854d4ced64c	11	3	14	6	0	81	175	117	88
2e5b4d126566e233cce89647bef711b4	35	35	31	35	15	40	65	516	58
8f5bb3442c67e52262285c12e816de1b	56	97	40	40	221	11	0	30	78
afacb344117596b3ddfa6a65a3b796df	53	110	56	47	68	134	42	116	60
ac4107604c179f2f8414333885255725	108	275	43	72	0	168	231	0	45
a93702ea2d903ee3e92b78f984baae2b	22	61	27	11	40	109	89	99	35
591ff9728e79d29438c867a9e8304e22	104	127	99	60	18	26	161	61	73
c678c2649a3837870832c14756fd18e7	0	0	9	0	0	185	215	97	46
24d2713f3c816d44d90eebd913d879d1	101	79	86	86	101	26	14	19	9
a249b2d9843707df4dc9c614befda31f	0	0	0	0	0	0	0	0	383
e1b38852b3d5075fe907119418f13d02	0	0	0	0	14	223	215	252	92
919a2aa9d306e4cf3fa9ca02a2aa5730	44	75	26	46	98	122	53	100	19
20a90596687aba3b0e665cc1f841b3af	48	77	59	31	64	83	79	96	33
23d5e3c102fac490f25e3a7686e279e0	0	0	0	0	0	0	338	0	118
8602d3b48e74936265f0575f2e0b9910	48	138	51	59	68	52	104	65	0
272f79649c2702bec9ff272552ffffcf	137	71	67	78	58	0	0	0	0
ddd6a46dc8af7661b360f3f9c33da991	0	0	0	0	0	161	121	101	0
80c7dd527e79a662f25b93ca27a2e836	49	77	58	35	75	90	53	73	33
b66b4a2007c52433ac0df186ebb85d39	53	0	0	86	0	267	0	192	19
ebbb68c5851d90e8694b00eb4c04bfd2	80	129	97	69	101	49	36	57	0
11705f30cecd320d7799496c5ee9ba45	0	0	0	0	0	188	70	207	143
df17dff92d9e5d1d07236d9a96179c08	45	45	48	37	78	51	5	82	8
56fa1dafeb007219a436225686b03582	49	95	43	44	120	85	49	66	31
a16bdeb34866797772737af0b66978bc	69	68	81	54	58	18	24	33	38
91817edabd5d2aeddb1fa1507a0bcf3b	0	0	0	0	7	257	61	130	19
e5fe47781d8ce2e5afebedae34f22f73	8	14	0	6	22	80	268	100	36
7aa4e0bc989776f6ea12c344b4e5cd2f	0	0	0	0	0	75	214	79	219
440f7e00d69478be915be9fcd252de76	0	0	0	0	0	0	6	0	241
dd5546cfa24982c667a9f2b31d254076	28	3	25	28	4	64	23	57	54
221c5ee745d0487af1a76d8134938be1	61	39	40	121	67	18	33	39	23
fbdf381af39b887d91a2a6c97bc24106	20	9	12	6	18	154	27	215	42
3170f6094605a579e6a0e1fefd33a2a5	12	27	18	16	36	90	49	110	18
37bd84c3149391c6718f2ce6ffba1ef1	20	30	22	17	44	82	17	79	51
b0b360136186c8efc11065d264dbf413	66	26	71	54	34	24	8	46	23
afe44d16f8950bde7c5ba2844259951d	90	13	151	73	13	0	57	16	10
7110d9aea4d528b51078f1ff01528381	0	0	0	0	0	66	142	0	38
e8122588599752e02fe4a7e470394419	0	163	70	93	98	0	0	0	0
4730fed25c42f2855d9185ab2a5a03dd	69	73	50	55	80	54	0	40	25
2e0ae72bb27d1631c86c9e7da8872642	31	19	34	22	28	60	41	90	60
ec82a6bab536946843fc868044a48672	0	0	0	0	0	157	40	263	0
f5245453d01e9ff275d2d3e0b2f3f270	5	0	0	8	12	138	78	76	70
1e95a94fa8c2087c3f26f7bbf5bf9dea	33	38	74	33	21	27	80	48	51
d34793dfd082a428ca6fbe60c6d405ce	52	42	41	31	47	41	29	48	13
254bbf55085002ce93bd0a5a2e0cdb2f	5	12	0	2	16	305	17	258	48
b74a95fe218ad54ddbbbbc99bb24246d	0	0	0	0	0	0	109	0	182
11bd0605e00b7ef4714b2d2b5c04df21	48	91	46	43	80	89	50	43	0
fca5e93fc1cb39d1e21ae78aea5974ae	44	26	50	31	54	48	66	48	50
4d6ccaf13d1f3d17cebf70dafbea3f6f	74	12	58	44	31	29	6	68	10
53053b06b84d5100d5a3e4ee794ed8c8	0	7	84	0	0	109	160	51	33
3c7023d96607a0394d410f17bad29a77	89	229	25	48	32	23	0	18	0
9890634d83cff6e3da9f74f9245bcc3e	0	0	15	0	58	33	41	129	16
824f6d4e4b4cc5cad11f41d33fdecc7e	0	98	0	0	52	124	139	131	0
91aa9101b6902563ea1aecb8bf2f5fe2	52	169	51	46	49	46	0	39	0
90f02065d1a2d79dad8bddc674b949b7	20	20	17	16	52	54	18	25	68
61c9c09c9216703efd5a8272d5d2d0de	0	3	5	0	0	33	167	39	34
40b37890b1b1fcdf0ece91f1da34c1ca	25	33	35	17	37	72	52	60	16
9783b38fbf34ecdb77b7138f60409090	42	0	42	33	0	43	16	47	63
c9834a6f32afddac19bb8bbf098b8d0d	4	6	0	6	0	68	173	69	57
48aa8923b2ddf156ee37f66783fda41a	0	0	0	0	0	77	34	168	17
bcc71cc1efae148c0f7572338d3e2f86	44	0	6	0	0	0	109	0	44
9cc58fb73ab2dff217d02dad9ddaf431	7	7	12	0	7	109	53	72	18
bf20aaf9594e1d1bf41e4e14bf1fe841	53	51	51	55	119	14	0	15	10
65a80e8b397f2a74a046189986d2710a	22	46	21	0	35	56	70	78	0
8fc21d3207d75369bfde5913c266be86	0	0	18	0	0	41	293	0	41
f96de2cca0762ef32861853deaa2cef1	0	9	0	0	3	89	78	86	17
f1919a3600ae04deb9a98ea161fe8d2f	36	50	36	23	59	45	30	60	24
c47018c050a55f5b6a51764ed083178b	0	37	0	0	0	156	201	109	0
0d3878785bd7fda21412ce4254d0c474	3	6	5	6	5	129	87	132	33
b79c0c4ec5d3436d459546b3d134e1ea	9	5	12	6	4	50	74	75	17
041edb8f3db47839f2507894627e2b93	33	70	34	16	129	0	5	0	11
3b2c5d7aeac48603547e175b11df77ed	26	63	26	24	57	50	25	45	0
fa876eff7afaec8cb22555ec5165a83d	0	0	0	0	0	135	50	117	43
892f08c9bf7a3c908f80d7500889f093	3	0	3	0	3	132	75	109	23
c3b75721fadb91ce413ed22d0029ec57	0	0	0	0	0	217	33	183	39
6a1eb7bc8970f3acb54a6a3dd1cfddfa	38	35	73	68	0	0	10	0	0
56e96afd663d0fceee920eb4c510578d	4	0	0	0	0	141	79	89	16
57003d2656c899a6e65da81a583fe74d	5	11	0	3	7	95	137	86	94
5b4d445dfdb546179e0c8c5d1dfdd369	34	10	30	43	11	16	38	0	0
0fa79b163a2f27efbc8b1a08328410ae	31	51	22	24	32	70	51	57	13
a2d13ea597e8b2065ff25b0538c1e620	0	14	0	0	19	124	61	89	0
bc8caab6459837d00527b3f768901e64	22	44	22	14	50	31	19	23	35
921175c5e69a32e289e597a77764eac9	0	86	0	0	76	51	0	0	0
58137bc12c3ca01d07b08aac0d0f2677	0	0	0	0	0	201	69	176	42
db60ef1decce39679112790dab23bb9e	0	0	0	0	0	164	29	84	33
0c8c804e0a24bdc017f6b22dd891c108	33	74	29	23	108	0	0	17	0
0ebb48d26f44f4185e9454e2435be07d	40	38	37	61	0	0	36	21	0
62793b1ba40feafe3337e84440c6c634	0	0	0	0	0	58	59	61	0
67bf3546270c3922898b6d32d5d72628	32	9	52	48	42	19	9	24	25
941b4f2c23246f6d8749d80bf70c83dc	70	20	65	51	17	14	50	0	12
4bfa349b868de0ac962330c7e8dd2891	0	0	0	0	0	0	0	0	195
ff71bceee3299ec6675d3c899dbd6c17	50	103	0	54	86	0	0	0	0
b0416cd1836b603643f4f998a4633553	20	29	37	13	9	34	31	75	18
0dead0b909f6ab03f6e599838c704b2b	0	35	0	0	13	40	78	55	0
268cc37731512506184bd0ff2d9935e2	32	41	22	29	34	34	15	34	11
59fc6800d9d950f9fbc303a8efbec362	0	15	0	0	0	42	52	57	55
421f08dc176758d2a79e6d5f274d9c4f	52	39	51	0	54	32	0	40	0
f20f67cb1f851c24066d1d2275fdc605	0	43	0	0	0	79	116	82	0
cee50b677ae4a1e28a15d0bca76dee57	49	55	58	55	79	0	0	0	0
5d12a2cd51bf17060f60270529c5722e	29	34	63	45	23	0	12	0	0
75ace96b10c2ea95a7debec153c153d1	32	29	29	18	29	31	0	36	10
62b6322d1e1e27a1221387eceafe938a	17	15	9	14	13	75	0	51	11
68daf286996f05100d91816f0230a9ba	0	12	0	0	0	97	36	79	27
c3bf5d94634c12fa6a68d858d19fc71d	0	32	0	0	0	118	129	94	0
cdd4d87887daa991278b69ae0dfec7e1	26	10	19	38	5	0	0	8	108
ece4ceafc538014ffd4b198e616b3b51	0	0	14	0	0	25	24	25	154
2134a8cd2e21ccb58ce9b6c4fbb9f43b	4	6	8	5	4	30	63	56	29
aca380d3d06d653c6296f75364e4e6fb	10	6	7	0	9	58	38	23	16
65e07ee213da9376961912724c84b3a5	29	15	46	40	28	0	0	0	26
f3d3aa5b9ae4e1f12e584d5119af6c38	0	0	0	0	0	257	0	69	13
e37637e59ab2e550d2dd8cce32e42748	0	0	0	0	0	95	40	80	22
456f5500f84f426f1571ecfb6b410a9b	0	0	0	0	0	193	26	63	0
c0d1aa897444f46ddad4ae40cc126346	0	63	28	0	12	37	19	119	5
a9baab319bceb32118ad8f99fc1d339a	17	0	0	0	0	24	95	0	76
6df0657325724cd19f22cd25e47af1f6	11	15	10	7	18	32	16	21	14
c8281612ef6a13745cd3da492df1ce8b	0	0	0	0	0	86	33	76	7
917490c1acc096cc2f987e3340825151	38	17	10	0	0	0	0	0	0
d7e2b87f582e8727baf0aaf8af9f188a	68	0	0	39	21	0	0	13	0
c4a3d9ea31c71cf623835f359e201689	11	0	8	7	0	17	108	17	48
8a388b2fedb1e9ce85fd666ae0bd9e47	24	41	17	12	11	29	28	23	6
440a54413c3e90eb866f8d72e3439d15	0	21	6	10	11	60	57	62	12
4f1cf0253c18bea5172c557e02c4007c	33	10	34	30	21	8	0	8	0
b773333726a2dce186cb42c4c2ee64a9	24	34	18	13	20	30	34	16	23
a179fb4414f78f27551dfe587d9ea8de	0	0	0	0	0	132	10	150	11
3dff6e774fb75cb413ce04b44db47cf1	13	12	11	0	24	31	4	31	20
db2ece2c379fc6aaf9f909615a34be36	34	0	0	34	0	0	0	0	0
4d30a46b1b7c0207150fd9a455d78481	27	13	36	37	15	11	0	15	5
a1dd4e89d49a717d3b1c89f205d202ac	17	39	0	0	31	16	0	47	0
53679a4fed1dd08cc47378f404aac0ee	0	0	0	0	0	78	7	50	0
448c71ea519a7cdb602c16348628b161	23	17	46	41	41	0	0	7	0
55ff6faf3d171ef953a5f98ffa6d7dd1	28	41	45	27	55	0	0	0	0
a90b49d4ddae32fb9b27d3effebbb7b9	0	15	0	0	0	40	76	0	26
61a51d491cd4a78a70b176f7ef09e060	7	0	9	0	0	132	58	22	36
2a08a8db369425b4b448bb0b96b92249	0	0	0	0	0	95	19	98	0
44249c086b1d20ecee44b386a32781e4	53	61	35	55	18	0	0	0	0
2d9f509b0fba5e6b4d194a99a3dbe7d6	13	31	17	0	39	22	30	17	0
393a185d774f7ca57092fef7fef1d41c	9	12	0	0	7	74	42	58	11
ea88d3fd5fc9bd17d9db5c542fb90fb1	24	12	21	11	45	27	0	23	0
5ff2cac14309cf649d4337bfd19c3e03	0	20	32	18	27	10	0	34	19
9b9c155cf71c1199d55daefe97ac15da	0	0	0	0	0	4	0	31	0
72a5ef3d87e961de6ff2e7eea506fd57	0	0	12	0	24	16	44	18	0
1b436966d2d0a863d1ea26e53ea4e712	0	0	0	0	0	170	0	134	0
952fb7e111f253a5d74d1b0fceca6af5	50	39	0	0	0	0	0	0	0
dc006968e6259a29c8371959892c8ea4	19	17	30	32	20	22	0	15	0
069bdc5aa6064808578174c1cca7958d	28	14	26	33	17	12	0	9	11
e81e42b8e9e050bb87b7117f42dbf049	20	9	21	18	16	13	3	13	22
c346c03b0e00c12c320e8d9da8b868b0	11	8	11	17	17	56	0	57	7
23137106cb0ca0713495110c16aeaa25	0	7	7	4	0	64	18	51	14
610c8c79574cddaeb16b75d55c90d536	0	7	0	0	3	63	11	69	5
ab6840f3e3eaa327d92d20a06dc113ad	0	8	3	0	0	29	28	36	5
160851ee3e05a28d5e69f9e17ff72fd2	22	42	18	21	45	0	0	0	0
d30cbd4f59f48b5d2c7c1b3fd6ae8ea8	0	0	0	0	0	96	37	58	0
ef5bc3c567f1ecec5e0742f33b5111b9	0	0	0	0	0	37	46	41	18
0cc458ebc2360e77b81b56df34d8e9dc	0	0	0	0	0	39	29	42	0
7d6d2cd0929882226fe847e22fceebab	0	0	0	0	0	95	21	78	20
6f910d1c41b84754afa509373fef20aa	14	6	11	12	12	15	7	46	9
e30238451c0ad61ee030a2ea2ab86c88	9	17	8	8	31	33	15	32	0
