ASV_ID	P16609_1001	P16609_1002	P16609_1003	P16609_1004	P16609_1005	P16609_1006	P16609_1007	P16609_1008	P16609_1009
b5ef80188c610dbd0b5f6a3c3595c61a	70	74	102	32	66	48	0	0	0
11bd0605e00b7ef4714b2d2b5c04df21	21	0	36	0	0	0	0	65	31
aa69dc216ba4c74a58a73e835b1599b1	0	0	0	0	0	0	0	7	0
addb32c8992da25e02cfe1a18a659b3a	0	0	0	0	0	0	0	0	0
b18d5df91f6547009d3883eb58048689	0	0	0	0	0	0	0	0	0
d362a05ed2b544ddd965d6604a65e662	74	66	90	56	69	36	0	0	0
f6d57901ce7f0b460a6810ab333ee319	0	0	0	0	0	0	0	0	0
cf25d4a90f748550689c08313753196f	0	0	0	0	0	0	0	0	0
9da32dfb58ea8ef0a1ccee05ecf0b4b7	0	0	0	0	0	0	0	0	0
3d8cfa2bc8ff98900e6ce07fb4afcb38	0	0	0	0	0	0	0	0	0
edbd501e3683f6dc0a169aafc7b6952f	0	30	0	14	31	0	0	0	0
ece4ceafc538014ffd4b198e616b3b51	64	68	81	32	61	72	0	0	0
8650b59ecf4d606049ad9f3e2f0580bb	0	0	0	0	0	0	0	0	0
61c9c09c9216703efd5a8272d5d2d0de	6	4	2	0	14	3	0	11	0
7ccf945550db714b71bfd922215d3fbf	0	0	0	0	0	0	0	0	3
8e68f7dcc04f7c56e6961448ebe5af72	44	69	60	38	72	24	5	0	9
3ac51bb41f090c0aedb6c21c37987b1b	0	0	0	44	0	0	0	91	51
e5d2897df2f464827244b871d67ee050	0	13	0	11	18	0	0	0	0
efee00e38ecedb599e96184df7e697ff	0	0	0	0	0	0	0	0	0
fca5e93fc1cb39d1e21ae78aea5974ae	34	32	38	13	23	18	6	17	19
f0a2d800a63a3d06d335e767ccce1016	24	27	39	16	33	22	0	14	14
62b6322d1e1e27a1221387eceafe938a	40	74	57	26	70	38	14	0	38
7539845d8d723314e688ba55c15b532f	0	0	0	0	0	0	0	0	0
11705f30cecd320d7799496c5ee9ba45	0	0	0	0	0	0	0	0	45
e5fe47781d8ce2e5afebedae34f22f73	14	0	0	0	26	0	0	18	0
d48e319a70cb2aca445d69926a5188ec	0	0	0	0	0	0	0	0	0
b8e2fe448f898d224bbf3171526588f3	33	30	25	16	52	16	0	0	8
5a32031ed957857f83a562fee4e2434e	19	28	24	10	16	8	0	0	0
2975e2d6efb42afc8c87e0d8d879be23	66	54	59	0	93	0	0	11	0
2e0ae72bb27d1631c86c9e7da8872642	12	16	15	0	0	5	7	15	12
1b871c4b85e0dab225e69064a17ad9c2	0	0	0	0	0	0	0	0	0
2a5a2c8c8d150eee94f2c76a7b0a26b0	0	0	0	0	0	0	0	0	0
25e78a22c3f1f96802481ab87b71d79c	0	0	0	0	0	0	0	0	0
f119617098174a90be4e7084827fce06	0	0	19	0	21	0	0	17	0
f96de2cca0762ef32861853deaa2cef1	5	12	6	4	10	4	0	6	0
703fd0e527ad5cd25fc962196d2d17d8	9	0	0	0	0	0	0	0	0
58f96543bc624a7ed5b21ca5cee638ad	20	23	22	11	39	16	0	0	0
8d317c7af026c740efa4e0b5602b1dcb	0	0	0	0	0	0	0	0	0
c3d4cde1fefab50869535171600db4ac	0	0	0	0	0	0	0	0	0
cee50b677ae4a1e28a15d0bca76dee57	0	50	44	0	41	0	0	0	35
c678c2649a3837870832c14756fd18e7	0	0	0	0	0	0	0	8	0
cfd85af288694f6e0b38692bb84ee578	0	0	0	0	0	0	0	0	0
d7e2b87f582e8727baf0aaf8af9f188a	58	35	45	0	116	87	11	0	47
bbe610eb98e49440df4490dc74dbb052	0	0	0	0	0	0	0	0	0
aaaf5230d4dd5561e61eaa80dbf0a018	0	0	0	0	0	0	0	0	0
5f12d4824ac1ce29bcdeb6703b09cbb6	8	0	0	0	6	0	0	0	9
d07fb2a7fa23f10839ea64b47e4dde84	0	0	0	0	0	0	0	0	0
91817edabd5d2aeddb1fa1507a0bcf3b	0	0	0	10	0	0	0	0	3
f469ec11ac25ecabc19c78478bdb0c13	0	0	0	0	0	0	0	0	0
a39ee9fb095e77883aab306403e73f70	0	0	0	0	0	0	0	0	0
591ff9728e79d29438c867a9e8304e22	0	0	0	0	0	0	0	96	0
2c7c118a5ec4398b4e0f595e91f6a135	0	0	0	0	0	0	0	0	0
44c5b374af034a2679dcab4bc0e5c456	0	0	0	0	9	0	0	0	15
f1919a3600ae04deb9a98ea161fe8d2f	36	44	56	0	25	29	0	46	24
1d61b04256c52a5c77dea3012735285a	0	0	0	0	0	0	0	0	0
12a06324955f5551b0b16985e3bbbe15	0	8	0	10	19	0	0	0	0
0dead0b909f6ab03f6e599838c704b2b	0	12	9	0	0	13	0	0	0
56685cabdd5571b1f9eed7063113e4d8	0	0	0	0	0	0	0	0	0
a5dea080038bf54c7d511b823a13661a	0	0	0	0	0	0	0	0	0
d76a3d4c5d8913aeb4deac6f162ca3c4	0	0	0	0	0	0	0	0	0
fa3339e57ea13813e7dd9816188d4c92	0	0	0	0	0	0	0	0	0
31c1e69c468d1bf74333285a9570a16c	32	30	48	0	37	23	52	85	91
025bdb2c8aa02cc58ebd61e9e9deae9a	0	12	0	11	15	0	0	0	6
d848a0238158b779d5699d9ae1ead803	48	51	59	34	48	21	0	0	0
44eb603ac11f6bad4a83878080a29a69	0	0	0	0	0	0	0	0	0
ac791f91876a39deab1fc6772d0d867f	60	43	48	24	44	38	0	0	0
421f08dc176758d2a79e6d5f274d9c4f	32	51	30	0	50	30	0	36	0
2c800733848345628f07061071d5d86d	0	0	0	0	0	0	0	0	0
44398fed6d93363f31c159844912b57f	0	0	0	0	0	0	0	0	0
6642d31f668a07e146acffb5b107f8ac	0	0	0	0	0	0	0	0	0
bc8caab6459837d00527b3f768901e64	0	0	15	0	11	0	0	30	29
2e843a9785205997516be13055be8e81	0	0	0	0	0	0	0	0	0
b773333726a2dce186cb42c4c2ee64a9	29	66	30	16	35	19	0	7	11
0587706c9086850178e157404f334e73	0	0	0	0	0	0	0	0	0
2e6c478e7b19eae06e198fb4258974a6	21	17	19	12	41	17	0	5	0
64c52718612394b97132744e455bbe9f	0	0	0	0	0	0	0	0	0
56e96afd663d0fceee920eb4c510578d	0	0	0	0	0	8	0	0	0
147a80848b9a524c519800fb5aa4a8bc	0	0	0	0	0	0	0	0	0
917490c1acc096cc2f987e3340825151	44	40	0	0	119	47	0	0	29
9cc58fb73ab2dff217d02dad9ddaf431	9	0	0	0	9	0	0	0	0
68daf286996f05100d91816f0230a9ba	21	17	0	11	0	6	0	0	0
bb4019685cb2dee05a4400f5a8e7df3e	20	54	34	31	55	32	0	0	0
4dd41987d97d84320430283aacd3508c	26	42	41	20	38	28	6	5	15
ea88d3fd5fc9bd17d9db5c542fb90fb1	15	24	23	0	27	14	0	16	27
042c45dfdaa67cc27a14d97176756369	0	0	0	0	0	0	0	0	0
28894e2cdfeb152f2e1ed14a211ce8aa	0	0	0	0	0	0	0	0	0
9a28c87e7724d31200db1688949e12f7	0	0	0	0	0	0	0	0	0
19c78b0e5075f4ff3d98a26abf03057e	0	0	0	0	0	0	0	0	0
306033586611f0f67d87000f0a1df784	29	42	44	22	47	13	0	0	0
e30238451c0ad61ee030a2ea2ab86c88	20	19	15	5	16	11	0	0	10
e71c82c8a94bb0061a709c90f9e24eb8	0	0	0	0	19	0	0	0	0
1622649a108a5ca5649bc0c5edaf5f22	12	22	24	9	24	16	0	19	11
4b921e01e7590fee56ee4b73ed85f359	0	0	0	9	15	0	0	18	18
1aa27a6c9118672b0558dbde3fe2aac8	0	0	0	0	0	0	0	0	0
0e787bd1992c8e9a4f466d26f2c56f4f	0	0	0	0	0	0	0	0	0
7adad46c73aa5f368dc76e2d7cea10cb	0	0	0	0	0	0	0	0	0
21d7d9f0e97c9ce5beee3efa228ad9c1	0	0	0	0	0	0	0	0	0
44b6f430522c0a89c6d0e0db42e8c107	0	53	0	26	82	0	0	0	0
0cb056474f7c30c3080bcc9849253435	0	0	0	0	0	0	0	0	0
c6f7f741b203187eae45072d002bb321	16	12	0	0	20	0	0	0	0
9890634d83cff6e3da9f74f9245bcc3e	0	0	16	0	39	0	0	0	0
d2f3fcff3b5a487c1a47fecb129749b7	10	18	9	0	11	0	0	0	10
12282091de50ee4435f01b51634b0d43	0	0	0	0	0	0	0	0	0
394e1e1b1fb8c6530fc65c11af5a595b	0	0	0	0	25	0	0	0	0
27bafddcb6a6ef8b683555bd06447051	0	0	0	0	0	0	0	0	0
01d5b79c3b67c66014639c3bbea5ea11	0	6	0	0	7	0	0	0	19
c05e653810656bb12dd88fe05249054a	0	0	0	0	0	0	0	0	0
d99a98ce958f133d3ca3ac7498dcc402	19	0	7	0	0	8	0	0	0
472b83fa39640e485f05a1724a6e8791	0	7	0	0	0	0	0	0	0
90f02065d1a2d79dad8bddc674b949b7	6	16	15	0	10	0	7	20	33
e38aa7466429e8ef03c1da767314f396	0	54	0	27	110	0	0	0	0
c9834a6f32afddac19bb8bbf098b8d0d	0	0	0	0	12	0	0	0	0
1c9ef6b0bed0cfd2ac5bd46fe534d83c	0	0	0	0	0	0	0	0	0
11dcb57cab3218d04bdb83bd0f131412	5	5	6	4	8	4	3	0	13
de907d9b071e7adb2c05bab1bcf75f96	0	0	0	0	0	0	0	0	0
a8f43d6bea7c40d67900e522e9081f00	44	26	62	18	31	53	0	0	0
f5245453d01e9ff275d2d3e0b2f3f270	10	11	6	7	20	12	0	0	7
f3b32158e9444e46f51407e994dd5fd9	6	7	5	3	5	0	0	3	0
b87b13ea8b68e9bcc345786f2dba94a3	0	21	0	10	23	0	0	0	0
c3ad46a6a4ad341bdcdc01f8beb35436	30	48	40	0	40	26	0	0	0
2d30211ca83dbaba57bb7d08b25f6cee	0	0	0	0	0	0	0	0	0
f4e69a3958c597995127b4b099b1e313	0	0	0	0	0	0	0	0	0
55d2957dd39e78fd09c3cdfc7f125418	0	0	0	0	0	0	0	0	0
67bf3546270c3922898b6d32d5d72628	19	29	29	9	17	22	12	16	15
57003d2656c899a6e65da81a583fe74d	23	28	37	11	25	17	0	0	0
7321101808dc409283bed5fcc53db58e	0	0	0	0	0	0	0	0	0
06a7ec0a32bb205024fa1236e3ef21ad	20	33	21	14	19	8	0	0	0
17a75176ffc246b76f12fb8919211fe0	0	0	0	0	0	0	0	63	0
d192067e2547358069142a37d216cd12	0	0	0	0	0	0	0	0	0
766533668513f1de8efb46206dd0e235	0	0	0	0	0	0	0	0	0
e0e7b8af6aa7489de72ea9a722f938e5	0	0	0	0	0	0	0	0	0
af4d9721cc79c46eda2e10e0550cc9b2	0	0	0	0	0	0	0	0	0
1429e7861878a2f1d9e0fb3e0c58de25	0	0	0	0	0	0	0	0	0
2005a1e1770a6a8a846c0003bf97b97f	0	0	0	0	0	0	0	0	0
0c8c804e0a24bdc017f6b22dd891c108	0	0	0	0	7	4	8	52	22
15478673069ed72e7c3696e1139273a2	0	0	0	0	0	0	0	0	0
8042cb6ef075b91d65a037e2eeb35566	0	0	0	0	0	0	0	0	0
a725ff7f280b815291c7c5bd4b19c863	0	0	0	0	0	0	0	0	0
8f2fd0e6d22f188acc6df98f94139825	6	8	11	0	6	7	0	0	0
aca380d3d06d653c6296f75364e4e6fb	27	27	13	11	15	15	0	7	7
25252d8c2ee46e1b8ca14470a613f0fb	24	33	24	13	35	13	0	0	19
09f4aa0a1dfca987d0103fb11ac19f99	0	0	0	0	0	0	0	0	0
65e07ee213da9376961912724c84b3a5	0	0	0	0	0	0	0	24	20
ac5d79ab9fc37ca9d14975a7886c2d3e	0	0	0	0	0	0	0	0	0
2a08a8db369425b4b448bb0b96b92249	0	0	0	0	0	0	0	0	0
b1f9758ab60b87727ab24ff388b60154	0	0	0	0	0	0	0	0	0
42997c1743f8b32daab0b9720a8e12f9	0	24	58	0	22	6	0	0	0
89dea176a178e28456785bc8d598579b	0	6	10	12	181	59	0	9	3
970a16f5bdd215f98f0ba568a7223c91	0	0	0	0	0	0	0	0	0
ece21ab876cc326f67a17a16a9ef8680	0	0	0	0	0	0	0	0	0
81bf0647e0ccfe12e1d27a58be2f21cd	0	0	0	0	0	0	0	0	0
be5f7561425c2fdf15e1347047e3a7ba	0	0	0	0	0	0	0	0	0
146f2e3c1e3a333c7bf37b9bc711e98e	0	0	0	0	0	0	0	0	0
07c3160551922faa7be5740ea3adc189	0	0	0	0	0	0	0	0	0
34d1f5956e571866fa0901e9478bf04d	0	0	0	0	41	0	0	0	0
9ed0806b1332b16b32b2eaf82b08a51e	17	0	0	0	15	0	0	0	0
8b0106de292a005297bf8fd068ca47c1	0	0	0	0	0	0	0	0	0
14f758a1560f61b220e8c6766130ff4e	23	26	22	0	16	10	0	0	0
01dff5d40f7a902fc54f6b7061676674	0	0	0	0	0	0	0	0	0
9c4d23653573328210cb55d4dae94b5f	0	0	0	0	0	0	0	0	0
d3d44fa84a8cf5fa881a409e81842f9d	28	42	28	14	46	9	0	0	0
7e44baf590211c2e042fca87a38ffe6e	0	0	0	0	0	0	0	0	0
e43a58f340d8c47c27b68a2ea3770bd2	26	50	35	0	0	0	0	0	0
d3ab81dda95de1c1c831e831928afca2	0	0	0	0	0	0	0	0	0
58ac80afe7b6623dc84dd44edb1c54f9	0	0	0	0	0	0	0	0	0
55ff6faf3d171ef953a5f98ffa6d7dd1	21	30	25	18	43	0	0	19	29
33957cc5d11b546e09d545c4422afbab	0	0	0	0	0	0	0	0	0
